,Store,Date,Temperature,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,IsHoliday,Unemployment
38,1,29/10/2010,69.64,0.0,0.0,0.0,0.0,0.0,False,7.838
39,1,05/11/2010,58.74,0.0,0.0,0.0,0.0,0.0,False,7.838
40,1,12/11/2010,59.61,0.0,0.0,0.0,0.0,0.0,False,7.838
41,1,19/11/2010,51.41,0.0,0.0,0.0,0.0,0.0,False,7.838
42,1,26/11/2010,64.52,0.0,0.0,0.0,0.0,0.0,True,7.838
43,1,03/12/2010,49.27,0.0,0.0,0.0,0.0,0.0,False,7.838
44,1,10/12/2010,46.33,0.0,0.0,0.0,0.0,0.0,False,7.838
45,1,17/12/2010,49.84,0.0,0.0,0.0,0.0,0.0,False,7.838
46,1,24/12/2010,52.33,0.0,0.0,0.0,0.0,0.0,False,7.838
47,1,31/12/2010,48.43,0.0,0.0,0.0,0.0,0.0,True,7.838
48,1,07/01/2011,48.27,0.0,0.0,0.0,0.0,0.0,False,7.742
49,1,14/01/2011,35.4,0.0,0.0,0.0,0.0,0.0,False,7.742
50,1,21/01/2011,44.04,0.0,0.0,0.0,0.0,0.0,False,7.742
51,1,28/01/2011,43.83,0.0,0.0,0.0,0.0,0.0,False,7.742
52,1,04/02/2011,42.27,0.0,0.0,0.0,0.0,0.0,False,7.742
53,1,11/02/2011,36.39,0.0,0.0,0.0,0.0,0.0,True,7.742
54,1,18/02/2011,57.36,0.0,0.0,0.0,0.0,0.0,False,7.742
55,1,25/02/2011,62.9,0.0,0.0,0.0,0.0,0.0,False,7.742
56,1,04/03/2011,59.58,0.0,0.0,0.0,0.0,0.0,False,7.742
57,1,11/03/2011,53.56,0.0,0.0,0.0,0.0,0.0,False,7.742
58,1,18/03/2011,62.76,0.0,0.0,0.0,0.0,0.0,False,7.742
59,1,25/03/2011,69.97,0.0,0.0,0.0,0.0,0.0,False,7.742
60,1,01/04/2011,59.17,0.0,0.0,0.0,0.0,0.0,False,7.682
61,1,08/04/2011,67.84,0.0,0.0,0.0,0.0,0.0,False,7.682
62,1,15/04/2011,71.27,0.0,0.0,0.0,0.0,0.0,False,7.682
63,1,22/04/2011,72.99,0.0,0.0,0.0,0.0,0.0,False,7.682
64,1,29/04/2011,72.03,0.0,0.0,0.0,0.0,0.0,False,7.682
65,1,06/05/2011,64.61,0.0,0.0,0.0,0.0,0.0,False,7.682
66,1,13/05/2011,75.64,0.0,0.0,0.0,0.0,0.0,False,7.682
67,1,20/05/2011,67.63,0.0,0.0,0.0,0.0,0.0,False,7.682
68,1,27/05/2011,77.72,0.0,0.0,0.0,0.0,0.0,False,7.682
69,1,03/06/2011,83.0,0.0,0.0,0.0,0.0,0.0,False,7.682
70,1,10/06/2011,83.13,0.0,0.0,0.0,0.0,0.0,False,7.682
71,1,17/06/2011,86.41,0.0,0.0,0.0,0.0,0.0,False,7.682
72,1,24/06/2011,83.58,0.0,0.0,0.0,0.0,0.0,False,7.682
73,1,01/07/2011,85.55,0.0,0.0,0.0,0.0,0.0,False,7.962
74,1,08/07/2011,85.83,0.0,0.0,0.0,0.0,0.0,False,7.962
75,1,15/07/2011,88.54,0.0,0.0,0.0,0.0,0.0,False,7.962
76,1,22/07/2011,85.77,0.0,0.0,0.0,0.0,0.0,False,7.962
77,1,29/07/2011,86.83,0.0,0.0,0.0,0.0,0.0,False,7.962
78,1,05/08/2011,91.65,0.0,0.0,0.0,0.0,0.0,False,7.962
79,1,12/08/2011,90.76,0.0,0.0,0.0,0.0,0.0,False,7.962
80,1,19/08/2011,89.94,0.0,0.0,0.0,0.0,0.0,False,7.962
81,1,26/08/2011,87.96,0.0,0.0,0.0,0.0,0.0,False,7.962
82,1,02/09/2011,87.83,0.0,0.0,0.0,0.0,0.0,False,7.962
83,1,09/09/2011,76.0,0.0,0.0,0.0,0.0,0.0,True,7.962
84,1,16/09/2011,79.94,0.0,0.0,0.0,0.0,0.0,False,7.962
85,1,23/09/2011,75.8,0.0,0.0,0.0,0.0,0.0,False,7.962
86,1,30/09/2011,79.69,0.0,0.0,0.0,0.0,0.0,False,7.962
87,1,07/10/2011,69.31,0.0,0.0,0.0,0.0,0.0,False,7.866
88,1,14/10/2011,71.74,0.0,0.0,0.0,0.0,0.0,False,7.866
89,1,21/10/2011,63.71,0.0,0.0,0.0,0.0,0.0,False,7.866
90,1,28/10/2011,66.57,0.0,0.0,0.0,0.0,0.0,False,7.866
91,1,04/11/2011,54.98,0.0,0.0,0.0,0.0,0.0,False,7.866
92,1,11/11/2011,59.11,10382.9,6115.67,215.07,2406.62,6551.42,False,7.866
93,1,18/11/2011,62.25,6074.12,254.39,51.98,427.39,5988.57,False,7.866
94,1,25/11/2011,60.14,410.31,98.0,55805.51,8.0,554.92,True,7.866
95,1,02/12/2011,48.91,5629.51,68.0,1398.11,2084.64,20475.32,False,7.866
96,1,09/12/2011,43.93,4640.65,19.0,105.02,3639.42,14461.82,False,7.866
97,1,16/12/2011,51.63,5011.32,67.0,347.37,225.79,4011.37,False,7.866
98,1,23/12/2011,47.96,2725.36,40.48,634.7,24.9,2739.43,False,7.866
99,1,30/12/2011,44.55,5762.1,46011.38,260.36,983.65,4735.78,True,7.866
100,1,06/01/2012,49.01,6277.39,21813.16,143.1,1450.13,8483.0,False,7.348
101,1,13/01/2012,48.53,5183.29,8025.87,42.24,453.08,3719.38,False,7.348
102,1,20/01/2012,54.11,4139.87,2807.19,33.88,500.62,3400.21,False,7.348
103,1,27/01/2012,54.26,1164.46,1082.74,44.0,11.0,1222.19,False,7.348
104,1,03/02/2012,56.55,34577.06,3579.21,160.53,32403.87,5630.4,False,7.348
105,1,10/02/2012,48.02,13925.06,6927.23,101.64,8471.88,6886.04,True,7.348
106,1,17/02/2012,45.32,9873.33,11062.27,9.8,8409.31,3402.66,False,7.348
107,1,24/02/2012,57.25,9349.61,7556.01,3.2,1219.92,8143.59,False,7.348
108,1,02/03/2012,60.96,15441.4,1569.0,10.8,25390.88,8067.61,False,7.348
109,1,09/03/2012,58.76,10331.04,151.88,6.0,671.43,5509.84,False,7.348
110,1,16/03/2012,64.74,4298.16,7.5,2.02,2724.65,2017.69,False,7.348
111,1,23/03/2012,65.93,6118.56,9.48,4.97,426.72,3657.22,False,7.348
112,1,30/03/2012,67.61,10309.58,0.5,10.25,1654.17,2642.78,False,7.348
113,1,06/04/2012,70.43,10121.97,0.0,77.98,3750.59,4510.72,False,7.143
114,1,13/04/2012,69.07,6186.19,3288.69,17.07,1822.55,1063.78,False,7.143
115,1,20/04/2012,66.76,2230.8,612.02,19.75,275.13,5747.1,False,7.143
116,1,27/04/2012,67.23,3221.25,0.0,35.49,577.14,6222.25,False,7.143
117,1,04/05/2012,75.55,21290.13,0.0,69.89,4977.35,3261.04,False,7.143
118,1,11/05/2012,73.77,8351.4,0.0,10.52,2443.14,3127.88,False,7.143
119,1,18/05/2012,70.33,6154.14,0.0,45.11,1675.49,5508.18,False,7.143
120,1,25/05/2012,77.22,4039.39,0.0,745.19,1429.96,3631.13,False,7.143
121,1,01/06/2012,77.95,6086.21,12.0,370.51,148.75,3690.85,False,7.143
122,1,08/06/2012,78.3,8813.81,116.8,64.55,2652.04,7161.91,False,7.143
123,1,15/06/2012,79.35,5621.99,109.6,0.25,2420.28,3083.26,False,7.143
124,1,22/06/2012,78.39,8624.56,171.25,3.05,2524.07,7063.68,False,7.143
125,1,29/06/2012,84.88,3965.73,161.6,0.0,435.99,4212.97,False,7.143
126,1,06/07/2012,81.57,12218.76,94.4,192.83,4066.01,6149.04,False,6.908
127,1,13/07/2012,77.12,7218.13,45.2,36.24,3909.38,2596.37,False,6.908
128,1,20/07/2012,80.42,3213.0,313.72,9.53,2262.02,3228.19,False,6.908
129,1,27/07/2012,82.66,7146.9,389.02,1.59,10267.54,4325.19,False,6.908
130,1,03/08/2012,86.11,27584.78,119.98,30.23,12007.04,4661.71,False,6.908
131,1,10/08/2012,85.05,11436.22,245.0,6.85,6964.26,4836.22,False,6.908
132,1,17/08/2012,84.85,3662.06,137.86,4.84,2752.2,3446.15,False,6.908
133,1,24/08/2012,77.66,6237.83,260.06,2.97,3463.03,7988.25,False,6.908
134,1,31/08/2012,80.49,21442.73,102.32,21.7,13209.64,3032.96,False,6.908
135,1,07/09/2012,83.96,5204.68,35.74,50.94,4120.32,2737.17,True,6.908
136,1,14/09/2012,74.97,17212.52,7.0,18.79,1523.11,7992.72,False,6.908
137,1,21/09/2012,69.87,6352.3,7.64,4.69,1010.06,6456.71,False,6.908
138,1,28/09/2012,76.08,3666.27,7.64,1.65,1417.96,4744.28,False,6.908
139,1,05/10/2012,68.55,8077.89,0.0,18.22,3617.43,3626.14,False,6.573
140,1,12/10/2012,62.99,2086.18,0.0,8.11,602.36,5926.45,False,6.573
141,1,19/10/2012,67.97,950.33,0.0,4.93,80.25,2312.85,False,6.573
142,1,26/10/2012,69.16,2585.85,31.75,6.0,1057.16,1305.01,False,6.573
143,1,02/11/2012,55.32,6766.44,5147.7,50.82,3639.9,2737.42,False,6.573
144,1,09/11/2012,61.24,11421.32,3370.89,40.28,4646.79,6154.16,False,6.573
145,1,16/11/2012,52.92,9696.28,292.1,103.78,1133.15,6612.69,False,6.573
146,1,23/11/2012,56.23,883.59,4.17,74910.32,209.91,303.32,True,6.573
147,1,30/11/2012,52.34,2460.03,0.0,3838.35,150.57,6966.34,False,6.573
148,1,07/12/2012,64.12,6343.16,0.0,270.0,2928.9,10147.9,False,6.573
149,1,14/12/2012,48.89,3504.83,0.0,73.26,1636.8,2779.6,False,6.573
150,1,21/12/2012,56.02,8231.71,0.0,274.0,358.15,2834.02,False,6.573
151,1,28/12/2012,44.79,12659.55,37101.13,174.78,74.46,1208.86,True,6.573
152,1,04/01/2013,41.73,1214.08,25366.33,15.01,72.36,3940.02,False,6.525
153,1,11/01/2013,50.32,6520.24,16134.6,12.17,774.55,4001.25,False,6.525
154,1,18/01/2013,42.92,3772.69,3559.46,3.88,246.62,1900.4,False,6.525
155,1,25/01/2013,53.37,965.89,1097.91,0.1,225.36,1831.88,False,6.525
156,1,01/02/2013,56.46,9290.91,1359.9,265.0,20657.82,972.61,False,6.525
157,1,08/02/2013,56.67,32355.16,729.8,280.89,20426.61,4671.78,True,6.525
158,1,15/02/2013,49.66,72937.29,6665.52,47.21,13014.67,6310.18,False,6.525
159,1,22/02/2013,50.25,20107.75,3163.89,42.2,15657.3,5812.86,False,6.525
160,1,01/03/2013,48.01,10610.74,261.46,2.8,25.54,2747.59,False,6.525
161,1,08/03/2013,50.81,5000.58,290.46,78.77,606.15,3697.11,False,6.525
162,1,15/03/2013,55.33,3808.13,0.0,15.65,2616.6,1909.17,False,6.525
163,1,22/03/2013,63.42,12553.98,0.0,495.1,6787.75,2545.66,False,6.525
164,1,29/03/2013,51.0,13067.46,0.0,384.9,122.93,3903.8,False,6.525
165,1,05/04/2013,58.59,12872.34,5687.86,485.97,478.04,5092.33,False,6.314
166,1,12/04/2013,62.72,3672.43,932.58,52.86,949.07,2836.64,False,6.314
167,1,19/04/2013,67.1,3530.36,3.95,107.5,458.76,2062.05,False,6.314
168,1,26/04/2013,59.23,2387.72,0.0,98.34,516.28,1421.63,False,6.314
169,1,03/05/2013,66.66,2298.63,2.0,129.9,55.46,1301.04,False,
170,1,10/05/2013,63.9,4624.61,83.88,42.38,1618.31,8144.9,False,
171,1,17/05/2013,69.53,16170.5,92.0,8.32,4127.24,6206.97,False,
172,1,24/05/2013,77.19,7959.89,178.0,1621.47,3152.57,2938.7,False,
173,1,31/05/2013,78.02,2369.77,142.45,475.35,45.55,2056.84,False,
174,1,07/06/2013,76.44,3514.75,742.59,116.15,1015.44,5137.09,False,
175,1,14/06/2013,79.86,12592.32,527.48,402.88,7474.56,2484.44,False,
176,1,21/06/2013,81.35,8104.02,417.99,327.33,5182.25,3754.44,False,
177,1,28/06/2013,83.94,4205.98,796.7,6.84,3816.78,4812.74,False,
178,1,05/07/2013,79.85,7649.99,3503.29,1766.77,9454.96,1079.89,False,
179,1,12/07/2013,83.12,6089.94,1362.42,209.62,2367.42,2651.05,False,
180,1,19/07/2013,79.26,3117.04,1060.39,199.05,1012.3,5381.72,False,
181,1,26/07/2013,81.54,332.17,673.19,1.0,38.63,1245.2,False,
182,2,05/02/2010,40.19,0.0,0.0,0.0,0.0,0.0,False,8.324
183,2,12/02/2010,38.49,0.0,0.0,0.0,0.0,0.0,True,8.324
184,2,19/02/2010,39.69,0.0,0.0,0.0,0.0,0.0,False,8.324
185,2,26/02/2010,46.1,0.0,0.0,0.0,0.0,0.0,False,8.324
186,2,05/03/2010,47.17,0.0,0.0,0.0,0.0,0.0,False,8.324
187,2,12/03/2010,57.56,0.0,0.0,0.0,0.0,0.0,False,8.324
188,2,19/03/2010,54.52,0.0,0.0,0.0,0.0,0.0,False,8.324
189,2,26/03/2010,51.26,0.0,0.0,0.0,0.0,0.0,False,8.324
190,2,02/04/2010,63.27,0.0,0.0,0.0,0.0,0.0,False,8.2
191,2,09/04/2010,65.41,0.0,0.0,0.0,0.0,0.0,False,8.2
192,2,16/04/2010,68.07,0.0,0.0,0.0,0.0,0.0,False,8.2
193,2,23/04/2010,65.11,0.0,0.0,0.0,0.0,0.0,False,8.2
194,2,30/04/2010,66.98,0.0,0.0,0.0,0.0,0.0,False,8.2
195,2,07/05/2010,71.28,0.0,0.0,0.0,0.0,0.0,False,8.2
196,2,14/05/2010,73.31,0.0,0.0,0.0,0.0,0.0,False,8.2
197,2,21/05/2010,74.83,0.0,0.0,0.0,0.0,0.0,False,8.2
198,2,28/05/2010,81.13,0.0,0.0,0.0,0.0,0.0,False,8.2
199,2,04/06/2010,81.81,0.0,0.0,0.0,0.0,0.0,False,8.2
200,2,11/06/2010,83.4,0.0,0.0,0.0,0.0,0.0,False,8.2
201,2,18/06/2010,85.81,0.0,0.0,0.0,0.0,0.0,False,8.2
202,2,25/06/2010,86.26,0.0,0.0,0.0,0.0,0.0,False,8.2
203,2,02/07/2010,82.74,0.0,0.0,0.0,0.0,0.0,False,8.099
204,2,09/07/2010,82.59,0.0,0.0,0.0,0.0,0.0,False,8.099
205,2,16/07/2010,85.32,0.0,0.0,0.0,0.0,0.0,False,8.099
206,2,23/07/2010,87.66,0.0,0.0,0.0,0.0,0.0,False,8.099
207,2,30/07/2010,83.49,0.0,0.0,0.0,0.0,0.0,False,8.099
208,2,06/08/2010,89.53,0.0,0.0,0.0,0.0,0.0,False,8.099
209,2,13/08/2010,89.05,0.0,0.0,0.0,0.0,0.0,False,8.099
210,2,20/08/2010,88.7,0.0,0.0,0.0,0.0,0.0,False,8.099
211,2,27/08/2010,87.12,0.0,0.0,0.0,0.0,0.0,False,8.099
212,2,03/09/2010,81.83,0.0,0.0,0.0,0.0,0.0,False,8.099
213,2,10/09/2010,79.09,0.0,0.0,0.0,0.0,0.0,True,8.099
214,2,17/09/2010,82.05,0.0,0.0,0.0,0.0,0.0,False,8.099
215,2,24/09/2010,81.79,0.0,0.0,0.0,0.0,0.0,False,8.099
216,2,01/10/2010,69.24,0.0,0.0,0.0,0.0,0.0,False,8.163
217,2,08/10/2010,63.19,0.0,0.0,0.0,0.0,0.0,False,8.163
218,2,15/10/2010,65.8,0.0,0.0,0.0,0.0,0.0,False,8.163
219,2,22/10/2010,68.5,0.0,0.0,0.0,0.0,0.0,False,8.163
220,2,29/10/2010,66.24,0.0,0.0,0.0,0.0,0.0,False,8.163
221,2,05/11/2010,57.85,0.0,0.0,0.0,0.0,0.0,False,8.163
222,2,12/11/2010,59.69,0.0,0.0,0.0,0.0,0.0,False,8.163
223,2,19/11/2010,50.81,0.0,0.0,0.0,0.0,0.0,False,8.163
224,2,26/11/2010,62.98,0.0,0.0,0.0,0.0,0.0,True,8.163
225,2,03/12/2010,49.33,0.0,0.0,0.0,0.0,0.0,False,8.163
226,2,10/12/2010,45.5,0.0,0.0,0.0,0.0,0.0,False,8.163
227,2,17/12/2010,47.55,0.0,0.0,0.0,0.0,0.0,False,8.163
228,2,24/12/2010,49.97,0.0,0.0,0.0,0.0,0.0,False,8.163
229,2,31/12/2010,47.3,0.0,0.0,0.0,0.0,0.0,True,8.163
230,2,07/01/2011,44.69,0.0,0.0,0.0,0.0,0.0,False,8.028
231,2,14/01/2011,33.02,0.0,0.0,0.0,0.0,0.0,False,8.028
232,2,21/01/2011,41.4,0.0,0.0,0.0,0.0,0.0,False,8.028
233,2,28/01/2011,42.83,0.0,0.0,0.0,0.0,0.0,False,8.028
234,2,04/02/2011,38.25,0.0,0.0,0.0,0.0,0.0,False,8.028
235,2,11/02/2011,33.19,0.0,0.0,0.0,0.0,0.0,True,8.028
236,2,18/02/2011,57.83,0.0,0.0,0.0,0.0,0.0,False,8.028
237,2,25/02/2011,60.8,0.0,0.0,0.0,0.0,0.0,False,8.028
238,2,04/03/2011,57.77,0.0,0.0,0.0,0.0,0.0,False,8.028
239,2,11/03/2011,52.7,0.0,0.0,0.0,0.0,0.0,False,8.028
240,2,18/03/2011,62.32,0.0,0.0,0.0,0.0,0.0,False,8.028
241,2,25/03/2011,69.42,0.0,0.0,0.0,0.0,0.0,False,8.028
242,2,01/04/2011,55.43,0.0,0.0,0.0,0.0,0.0,False,7.931
243,2,08/04/2011,67.0,0.0,0.0,0.0,0.0,0.0,False,7.931
244,2,15/04/2011,69.48,0.0,0.0,0.0,0.0,0.0,False,7.931
245,2,22/04/2011,69.39,0.0,0.0,0.0,0.0,0.0,False,7.931
246,2,29/04/2011,69.21,0.0,0.0,0.0,0.0,0.0,False,7.931
247,2,06/05/2011,61.48,0.0,0.0,0.0,0.0,0.0,False,7.931
248,2,13/05/2011,74.61,0.0,0.0,0.0,0.0,0.0,False,7.931
249,2,20/05/2011,67.14,0.0,0.0,0.0,0.0,0.0,False,7.931
250,2,27/05/2011,76.42,0.0,0.0,0.0,0.0,0.0,False,7.931
251,2,03/06/2011,83.07,0.0,0.0,0.0,0.0,0.0,False,7.931
252,2,10/06/2011,83.4,0.0,0.0,0.0,0.0,0.0,False,7.931
253,2,17/06/2011,86.53,0.0,0.0,0.0,0.0,0.0,False,7.931
254,2,24/06/2011,85.17,0.0,0.0,0.0,0.0,0.0,False,7.931
255,2,01/07/2011,85.69,0.0,0.0,0.0,0.0,0.0,False,7.852
256,2,08/07/2011,87.7,0.0,0.0,0.0,0.0,0.0,False,7.852
257,2,15/07/2011,89.83,0.0,0.0,0.0,0.0,0.0,False,7.852
258,2,22/07/2011,89.34,0.0,0.0,0.0,0.0,0.0,False,7.852
259,2,29/07/2011,90.07,0.0,0.0,0.0,0.0,0.0,False,7.852
260,2,05/08/2011,93.34,0.0,0.0,0.0,0.0,0.0,False,7.852
261,2,12/08/2011,91.58,0.0,0.0,0.0,0.0,0.0,False,7.852
262,2,19/08/2011,89.86,0.0,0.0,0.0,0.0,0.0,False,7.852
263,2,26/08/2011,90.45,0.0,0.0,0.0,0.0,0.0,False,7.852
264,2,02/09/2011,89.64,0.0,0.0,0.0,0.0,0.0,False,7.852
265,2,09/09/2011,77.97,0.0,0.0,0.0,0.0,0.0,True,7.852
266,2,16/09/2011,78.85,0.0,0.0,0.0,0.0,0.0,False,7.852
267,2,23/09/2011,75.58,0.0,0.0,0.0,0.0,0.0,False,7.852
268,2,30/09/2011,78.14,0.0,0.0,0.0,0.0,0.0,False,7.852
269,2,07/10/2011,69.92,0.0,0.0,0.0,0.0,0.0,False,7.441
270,2,14/10/2011,71.67,0.0,0.0,0.0,0.0,0.0,False,7.441
271,2,21/10/2011,64.53,0.0,0.0,0.0,0.0,0.0,False,7.441
272,2,28/10/2011,65.87,0.0,0.0,0.0,0.0,0.0,False,7.441
273,2,04/11/2011,55.53,0.0,0.0,0.0,0.0,0.0,False,7.441
274,2,11/11/2011,59.33,10797.64,20445.0,443.32,4754.07,4787.16,False,7.441
275,2,18/11/2011,62.01,6490.92,1217.76,152.12,873.82,7656.42,False,7.441
276,2,25/11/2011,56.36,919.71,62.0,77451.26,23.0,1589.43,True,7.441
277,2,02/12/2011,48.74,8010.99,83.47,1897.27,4444.0,28238.93,False,7.441
278,2,09/12/2011,41.76,11472.59,40.0,306.43,4160.55,8899.08,False,7.441
279,2,16/12/2011,50.13,4908.83,61.03,341.49,469.8,4744.27,False,7.441
280,2,23/12/2011,46.66,2971.04,15.18,1501.75,88.76,6437.61,False,7.441
281,2,30/12/2011,44.57,8321.44,92523.94,139.53,1515.4,3027.69,True,7.441
282,2,06/01/2012,46.75,5886.72,37454.29,121.16,2388.92,7103.97,False,7.057
283,2,13/01/2012,45.99,4414.72,12092.63,98.38,708.18,4245.6,False,7.057
284,2,20/01/2012,51.7,6552.26,4355.69,105.97,1703.1,3376.03,False,7.057
285,2,27/01/2012,50.5,1920.15,1507.56,86.09,43.4,2613.53,False,7.057
286,2,03/02/2012,55.21,75149.79,3818.85,221.4,48159.86,7423.61,False,7.057
287,2,10/02/2012,46.98,13510.89,6674.42,94.07,14114.9,9577.83,True,7.057
288,2,17/02/2012,43.82,13942.54,14273.24,15.76,4927.14,6650.08,False,7.057
289,2,24/02/2012,54.63,13048.36,12059.1,10.2,5299.73,10380.03,False,7.057
290,2,02/03/2012,58.79,23901.27,2144.7,9.0,9799.63,4929.53,False,7.057
291,2,09/03/2012,57.11,11784.91,368.32,3.0,2498.17,7746.0,False,7.057
292,2,16/03/2012,63.68,5965.99,230.42,3.0,2650.77,2073.81,False,7.057
293,2,23/03/2012,64.01,6008.98,139.93,6.63,1650.49,5263.08,False,7.057
294,2,30/03/2012,66.83,14369.3,164.77,17.0,1017.31,3470.49,False,7.057
295,2,06/04/2012,68.43,12132.59,1.3,32.58,4874.69,5535.13,False,6.891
296,2,13/04/2012,68.08,8994.04,6573.08,20.21,4162.2,1966.38,False,6.891
297,2,20/04/2012,65.69,7311.02,2236.2,33.53,878.07,4080.32,False,6.891
298,2,27/04/2012,67.2,3076.68,0.0,38.32,108.71,2708.9,False,6.891
299,2,04/05/2012,76.73,23731.47,0.0,78.09,7931.42,4443.52,False,6.891
300,2,11/05/2012,73.87,16519.5,0.0,117.38,5131.02,3634.25,False,6.891
301,2,18/05/2012,71.27,9262.12,0.0,42.67,3694.8,4612.01,False,6.891
302,2,25/05/2012,78.19,10701.32,0.0,1030.53,3595.04,14920.27,False,6.891
303,2,01/06/2012,78.38,13091.33,21.0,245.37,2993.15,5521.72,False,6.891
304,2,08/06/2012,78.69,12162.04,463.6,78.39,3610.78,10877.64,False,6.891
305,2,15/06/2012,80.56,8573.41,195.0,0.19,4455.38,5288.61,False,6.891
306,2,22/06/2012,81.04,12126.02,314.0,60.99,6058.6,36430.33,False,6.891
307,2,29/06/2012,86.32,8495.34,275.8,0.0,1935.16,5686.13,False,6.891
308,2,06/07/2012,84.2,12355.5,295.05,100.15,6720.4,5506.53,False,6.565
309,2,13/07/2012,80.17,8354.65,342.25,20.53,5674.44,5012.22,False,6.565
310,2,20/07/2012,83.23,6961.58,241.2,24.97,3401.36,2453.42,False,6.565
311,2,27/07/2012,86.37,6999.14,197.72,2.53,6319.33,5007.01,False,6.565
312,2,03/08/2012,90.22,27650.68,164.58,43.02,21801.9,6652.98,False,6.565
313,2,10/08/2012,88.55,5554.54,142.3,13.43,4187.43,5286.19,False,6.565
314,2,17/08/2012,84.79,4774.16,330.78,10.53,4253.28,4927.26,False,6.565
315,2,24/08/2012,76.91,4759.7,211.38,6.62,2972.88,5102.26,False,6.565
316,2,31/08/2012,82.64,17500.26,73.22,21.38,12878.62,4756.5,False,6.565
317,2,07/09/2012,87.65,10658.86,149.28,60.97,2920.9,3275.57,True,6.565
318,2,14/09/2012,75.88,8325.93,0.0,37.32,1808.69,9314.55,False,6.565
319,2,21/09/2012,71.09,6707.94,3.82,15.55,1001.42,7607.94,False,6.565
320,2,28/09/2012,79.45,7106.05,1.91,1.65,1549.1,3946.03,False,6.565
321,2,05/10/2012,70.27,6037.76,0.0,10.04,3027.37,3853.4,False,6.17
322,2,12/10/2012,60.97,2145.5,0.0,33.31,586.83,10421.01,False,6.17
323,2,19/10/2012,68.08,4461.89,0.0,1.14,1579.67,2642.29,False,6.17
324,2,26/10/2012,69.79,6152.59,129.77,200.0,272.29,2924.15,False,6.17
325,2,02/11/2012,56.4,9585.99,6181.03,32.4,1571.2,4510.08,False,6.17
326,2,09/11/2012,61.9,9497.69,2711.51,109.45,7185.16,6480.49,False,6.17
327,2,16/11/2012,52.72,26925.38,285.03,101.44,2014.28,8732.45,False,6.17
